"date","symbol","company","sector","adjusted","simple_return","log_return"
2020-02-03,"AAPL","Apple Inc.","Information Technology",75.8274,-0.00274648012542233,-0.00275025862192457
2020-02-04,"AAPL","Apple Inc.","Information Technology",78.33075,0.0330137918483292,0.0324805413052269
2020-02-05,"AAPL","Apple Inc.","Information Technology",78.969482,0.00815429445013618,0.00812122782618463
2020-02-06,"AAPL","Apple Inc.","Information Technology",79.893188,0.0116969996080257,0.0116291185319479
2020-02-07,"AAPL","Apple Inc.","Information Technology",78.80722,-0.0135927483579701,-0.0136859755349077
2020-02-10,"AAPL","Apple Inc.","Information Technology",79.181526,0.00474964095929287,0.00473839700378331
2020-02-11,"AAPL","Apple Inc.","Information Technology",78.703781,-0.00603354120757914,-0.00605181656449005
2020-02-12,"AAPL","Apple Inc.","Information Technology",80.57283,0.023747893382657,0.0234702984371467
2020-02-13,"AAPL","Apple Inc.","Information Technology",79.999069,-0.00712102330276832,-0.0071464988023342
2020-02-14,"AAPL","Apple Inc.","Information Technology",80.018761,0.000246152864603862,0.000246122573957841
2020-02-18,"AAPL","Apple Inc.","Information Technology",78.553574,-0.0183105434486795,-0.0184802563318414
2020-02-19,"AAPL","Apple Inc.","Information Technology",79.691261,0.014482943831429,0.0143790677534712
2020-02-20,"AAPL","Apple Inc.","Information Technology",78.873703,-0.0102590671767635,-0.0103120541156709
2020-02-21,"AAPL","Apple Inc.","Information Technology",77.088387,-0.0226351233946758,-0.0228952303296097
2020-02-24,"AAPL","Apple Inc.","Information Technology",73.426666,-0.0475002933969808,-0.0486654800096549
2020-02-25,"AAPL","Apple Inc.","Information Technology",70.93956,-0.0338719723431266,-0.0344589197451608
2020-02-26,"AAPL","Apple Inc.","Information Technology",72.064911,0.0158635181836481,0.015739007636463
2020-02-27,"AAPL","Apple Inc.","Information Technology",67.354156,-0.065368220603228,-0.0676026460874324
2020-02-28,"AAPL","Apple Inc.","Information Technology",67.314735,-0.000585279399833982,-0.000585450742680571
2020-03-02,"AAPL","Apple Inc.","Information Technology",73.581795,0.0931008641718637,0.089018486887154
2020-03-03,"AAPL","Apple Inc.","Information Technology",71.244896,-0.0317592007642652,-0.0322744631000358
2020-03-04,"AAPL","Apple Inc.","Information Technology",74.549561,0.0463845859217761,0.0453409710329584
2020-03-05,"AAPL","Apple Inc.","Information Technology",72.131409,-0.0324368375556228,-0.0329745720288841
2020-03-06,"AAPL","Apple Inc.","Information Technology",71.173485,-0.0132802618620691,-0.0133692331253901
2020-03-09,"AAPL","Apple Inc.","Information Technology",65.544228,-0.0790920523281949,-0.0823951959610705
2020-03-10,"AAPL","Apple Inc.","Information Technology",70.264824,0.0720215363586249,0.0695461523335874
2020-03-11,"AAPL","Apple Inc.","Information Technology",67.824493,-0.0347304790801155,-0.0353479203490634
2020-03-12,"AAPL","Apple Inc.","Information Technology",61.126507,-0.0987546784905566,-0.103977781509413
2020-03-13,"AAPL","Apple Inc.","Information Technology",68.449966,0.119808236384258,0.113157453133556
2020-03-16,"AAPL","Apple Inc.","Information Technology",59.644089,-0.128646915617168,-0.137708006106882
2020-03-17,"AAPL","Apple Inc.","Information Technology",62.26664,0.0439700068182784,0.0430307599464932
2020-03-18,"AAPL","Apple Inc.","Information Technology",60.742355,-0.0244799623040524,-0.0247845781807303
2020-03-19,"AAPL","Apple Inc.","Information Technology",60.276947,-0.00766200125102169,-0.00769150518534989
2020-03-20,"AAPL","Apple Inc.","Information Technology",56.450233,-0.0634855312098007,-0.0655903073612825
2020-03-23,"AAPL","Apple Inc.","Information Technology",55.250996,-0.0212441461490513,-0.0214730507489573
2020-03-24,"AAPL","Apple Inc.","Information Technology",60.794075,0.100325413138254,0.0956059661809059
2020-03-25,"AAPL","Apple Inc.","Information Technology",60.459175,-0.00550876051654701,-0.00552398969276791
2020-03-26,"AAPL","Apple Inc.","Information Technology",63.64072,0.0526230303341056,0.0512851731719737
2020-03-27,"AAPL","Apple Inc.","Information Technology",61.005844,-0.0414023599984412,-0.0422838541816493
2020-03-30,"AAPL","Apple Inc.","Information Technology",62.74683,0.0285380200624714,0.0281383959443744
2020-03-31,"AAPL","Apple Inc.","Information Technology",62.618778,-0.0020407724183039,-0.0020428576317828
2020-04-01,"AAPL","Apple Inc.","Information Technology",59.323963,-0.0526170440438809,-0.0540518789898439
2020-04-02,"AAPL","Apple Inc.","Information Technology",60.313885,0.0166867139337943,0.0165490203802054
2020-04-03,"AAPL","Apple Inc.","Information Technology",59.447086,-0.0143714668686986,-0.0144757366104589
2020-04-06,"AAPL","Apple Inc.","Information Technology",64.633095,0.0872373962955896,0.0836399801502772
2020-04-07,"AAPL","Apple Inc.","Information Technology",63.884495,-0.0115823016057021,-0.0116498989228768
2020-04-08,"AAPL","Apple Inc.","Information Technology",65.5196,0.0255947080743144,0.0252726473370197
2020-04-09,"AAPL","Apple Inc.","Information Technology",65.992393,0.0072160544325669,0.00719014328792955
2020-04-13,"AAPL","Apple Inc.","Information Technology",67.287674,0.0196277319417708,0.0194375919943619
2020-04-14,"AAPL","Apple Inc.","Information Technology",70.685905,0.0505030237781738,0.0492691197168371
2020-04-15,"AAPL","Apple Inc.","Information Technology",70.040749,-0.00912708127596301,-0.00916898826952384
2020-04-16,"AAPL","Apple Inc.","Information Technology",70.59726,0.0079455318217685,0.00791413229808313
2020-04-17,"AAPL","Apple Inc.","Information Technology",69.639343,-0.0135687560678702,-0.0136616529254745
2020-04-20,"AAPL","Apple Inc.","Information Technology",68.193863,-0.0207566576267097,-0.020975105159037
2020-04-21,"AAPL","Apple Inc.","Information Technology",66.085968,-0.0309103327963691,-0.0313981355586845
2020-04-22,"AAPL","Apple Inc.","Information Technology",67.989487,0.0288036788687124,0.0283966503780988
2020-04-23,"AAPL","Apple Inc.","Information Technology",67.72599,-0.00387555505456308,-0.00388308447814723
2020-04-24,"AAPL","Apple Inc.","Information Technology",69.681206,0.028869507850679,0.0284606342822622
2020-04-27,"AAPL","Apple Inc.","Information Technology",69.730453,0.000706747239707562,0.000706497611486334
2020-04-28,"AAPL","Apple Inc.","Information Technology",68.600166,-0.0162093741166431,-0.0163421831442809
2020-04-29,"AAPL","Apple Inc.","Information Technology",70.853371,0.0328454744555574,0.0323175898439256
2020-04-30,"AAPL","Apple Inc.","Information Technology",72.348083,0.0210958487776115,0.0208764121295202
2020-05-01,"AAPL","Apple Inc.","Information Technology",71.183327,-0.0160993346568699,-0.0162303368802057
2020-05-04,"AAPL","Apple Inc.","Information Technology",72.190506,0.0141490857824051,0.0140499217603445
2020-05-05,"AAPL","Apple Inc.","Information Technology",73.273994,0.0150087325887424,0.0148972159924465
2020-05-06,"AAPL","Apple Inc.","Information Technology",74.029976,0.010317193846428,0.0102643348620441
2020-05-07,"AAPL","Apple Inc.","Information Technology",74.795807,0.0103448770535869,0.010291734997435
2020-05-08,"AAPL","Apple Inc.","Information Technology",76.576073,0.0238016818242231,0.0235228377673096
2020-05-11,"AAPL","Apple Inc.","Information Technology",77.781036,0.0157355026549874,0.0156129832315308
2020-05-12,"AAPL","Apple Inc.","Information Technology",76.892128,-0.0114283383934357,-0.011494143696579
2020-05-13,"AAPL","Apple Inc.","Information Technology",75.963722,-0.0120741358595251,-0.0121476203446989
2020-05-14,"AAPL","Apple Inc.","Information Technology",76.430405,0.00614349833990479,0.00612470399007048
2020-05-15,"AAPL","Apple Inc.","Information Technology",75.978546,-0.00591203199826036,-0.00592957724565402
2020-05-18,"AAPL","Apple Inc.","Information Technology",77.768692,0.0235612037113741,0.0232879227792004
2020-05-19,"AAPL","Apple Inc.","Information Technology",77.319298,-0.00577859789643881,-0.00579535859333724
2020-05-20,"AAPL","Apple Inc.","Information Technology",78.823013,0.0194481201833985,0.0192614222274061
2020-05-21,"AAPL","Apple Inc.","Information Technology",78.235359,-0.00745536078403905,-0.00748329089219535
2020-05-22,"AAPL","Apple Inc.","Information Technology",78.739075,0.00643846984839677,0.00641783144054653
2020-05-26,"AAPL","Apple Inc.","Information Technology",78.205734,-0.00677352381901861,-0.00679656825177677
2020-05-27,"AAPL","Apple Inc.","Information Technology",78.546471,0.00435693116824388,0.00434746722285606
2020-05-28,"AAPL","Apple Inc.","Information Technology",78.581032,0.000440007037362589,0.000439910262652887
2020-05-29,"AAPL","Apple Inc.","Information Technology",78.504494,-0.00097400095229087,-0.000974475599448077
2020-06-01,"AAPL","Apple Inc.","Information Technology",79.46994,0.0122979711199718,0.012222965392537
2020-06-02,"AAPL","Apple Inc.","Information Technology",79.837837,0.00462938565198362,0.00461870300294009
2020-06-03,"AAPL","Apple Inc.","Information Technology",80.277344,0.00550499633400647,0.00548989922270593
2020-06-04,"AAPL","Apple Inc.","Information Technology",79.585991,-0.00861205622348433,-0.00864935427602553
2020-06-05,"AAPL","Apple Inc.","Information Technology",81.852676,0.0284809546443921,0.0280829123355248
2020-06-08,"AAPL","Apple Inc.","Information Technology",82.336624,0.00591242734690797,0.00589501753745925
2020-06-09,"AAPL","Apple Inc.","Information Technology",84.936653,0.0315780374964124,0.0310897050508583
2020-06-10,"AAPL","Apple Inc.","Information Technology",87.121857,0.0257274559665072,0.0254020740011542
2020-06-11,"AAPL","Apple Inc.","Information Technology",82.939102,-0.0480103976663399,-0.0492011661688414
2020-06-12,"AAPL","Apple Inc.","Information Technology",83.655151,0.00863343082735569,0.00859637588488127
2020-06-15,"AAPL","Apple Inc.","Information Technology",84.689728,0.0123671643363599,0.0122913156744708
2020-06-16,"AAPL","Apple Inc.","Information Technology",86.934212,0.0265024348643557,0.0261573294802293
2020-06-17,"AAPL","Apple Inc.","Information Technology",86.813217,-0.00139179958288467,-0.00139276903555086
2020-06-18,"AAPL","Apple Inc.","Information Technology",86.847794,0.000398291886821781,0.000398212589662883
2020-06-19,"AAPL","Apple Inc.","Information Technology",86.351479,-0.00571476806883541,-0.00573115983580497
2020-06-22,"AAPL","Apple Inc.","Information Technology",88.610779,0.0261639988818257,0.0258275769397951
2020-06-23,"AAPL","Apple Inc.","Information Technology",90.502136,0.0213445477101606,0.0211199432839226
2020-06-24,"AAPL","Apple Inc.","Information Technology",88.904594,-0.0176519811642898,-0.017809635412104
2020-06-25,"AAPL","Apple Inc.","Information Technology",90.084862,0.0132756694215374,0.0131883199547458
2020-06-26,"AAPL","Apple Inc.","Information Technology",87.31694,-0.0307257172686794,-0.0312076496303284
2020-06-29,"AAPL","Apple Inc.","Information Technology",89.3293,0.023046616154895,0.0227850540201473
2020-06-30,"AAPL","Apple Inc.","Information Technology",90.074982,0.0083475634534246,0.00831291523090716
2020-07-01,"AAPL","Apple Inc.","Information Technology",89.90461,-0.00189144639518219,-0.00189323743871306
2020-07-02,"AAPL","Apple Inc.","Information Technology",89.90461,0,0
2020-07-06,"AAPL","Apple Inc.","Information Technology",92.30957,0.0267501299432809,0.0263986004123806
2020-07-07,"AAPL","Apple Inc.","Information Technology",92.02314,-0.00310292854792841,-0.00310775261245144
2020-07-08,"AAPL","Apple Inc.","Information Technology",94.166374,0.0232901637566378,0.0230230867870738
2020-07-09,"AAPL","Apple Inc.","Information Technology",94.571327,0.00430039920619638,0.00429117891403674
2020-07-10,"AAPL","Apple Inc.","Information Technology",94.736748,0.00174916653120463,0.0017476385209978
2020-07-13,"AAPL","Apple Inc.","Information Technology",94.299713,-0.00461315180461977,-0.00462382522746996
2020-07-14,"AAPL","Apple Inc.","Information Technology",95.860222,0.0165483960698798,0.0164129634496053
2020-07-15,"AAPL","Apple Inc.","Information Technology",96.519493,0.00687741991667831,0.00685387833956241
2020-07-16,"AAPL","Apple Inc.","Information Technology",95.331825,-0.0123049548136354,-0.0123812875974298
2020-07-17,"AAPL","Apple Inc.","Information Technology",95.139221,-0.00202035364370701,-0.00202239731121434
2020-07-20,"AAPL","Apple Inc.","Information Technology",97.144173,0.0210738744644544,0.0208548915742908
2020-07-21,"AAPL","Apple Inc.","Information Technology",95.803444,-0.0138014351102664,-0.013897560385085
2020-07-22,"AAPL","Apple Inc.","Information Technology",96.072578,0.00280923094998541,0.00280529243512806
2020-07-23,"AAPL","Apple Inc.","Information Technology",91.699692,-0.0455164844228495,-0.0465849061832238
2020-07-24,"AAPL","Apple Inc.","Information Technology",91.472527,-0.00247727113412768,-0.00248034464726388
2020-07-27,"AAPL","Apple Inc.","Information Technology",93.640442,0.0237001761195467,0.0234236869857209
2020-07-28,"AAPL","Apple Inc.","Information Technology",92.102165,-0.0164274854661621,-0.0165639127740889
2020-07-29,"AAPL","Apple Inc.","Information Technology",93.867607,0.0191683007668713,0.0189869032787611
2020-07-30,"AAPL","Apple Inc.","Information Technology",95.003426,0.0121002232431471,0.0120276007868938
2020-07-31,"AAPL","Apple Inc.","Information Technology",104.949211,0.104688698279155,0.0995635742645566
2020-08-03,"AAPL","Apple Inc.","Information Technology",107.593674,0.0251975500797237,0.0248853258050827
2020-08-04,"AAPL","Apple Inc.","Information Technology",108.312202,0.00667816213804546,0.00665596199589835
2020-08-05,"AAPL","Apple Inc.","Information Technology",108.704796,0.00362465163435605,0.00361809841527094
2020-08-06,"AAPL","Apple Inc.","Information Technology",112.497429,0.0348892886013971,0.0342944534610155
2020-08-07,"AAPL","Apple Inc.","Information Technology",109.939713,-0.0227357729215305,-0.0229982161357194
2020-08-10,"AAPL","Apple Inc.","Information Technology",111.537659,0.0145347477849065,0.0144301308405037
2020-08-11,"AAPL","Apple Inc.","Information Technology",108.220558,-0.0297397401894548,-0.0301909343901174
2020-08-12,"AAPL","Apple Inc.","Information Technology",111.817184,0.0332342215422693,0.0326939035863747
2020-08-13,"AAPL","Apple Inc.","Information Technology",113.796066,0.0176974766239865,0.0175426997236174
2020-08-14,"AAPL","Apple Inc.","Information Technology",113.694656,-0.000891155587048162,-0.00089155290225218
2020-08-17,"AAPL","Apple Inc.","Information Technology",113.39782,-0.00261081752162563,-0.00261423164942887
2020-08-18,"AAPL","Apple Inc.","Information Technology",114.342751,0.00833288505898977,0.00829835824499892
2020-08-19,"AAPL","Apple Inc.","Information Technology",114.486198,0.00125453514757568,0.00125374887589214
2020-08-20,"AAPL","Apple Inc.","Information Technology",117.026611,0.0221896878783589,0.0219470791367655
2020-08-21,"AAPL","Apple Inc.","Information Technology",123.057281,0.051532467260801,0.0502485927745626
2020-08-24,"AAPL","Apple Inc.","Information Technology",124.529068,0.0119601781222518,0.0118892204094854
2020-08-25,"AAPL","Apple Inc.","Information Technology",123.507477,-0.00820363483327444,-0.00823746981915274
2020-08-26,"AAPL","Apple Inc.","Information Technology",125.18705,0.0135989580614622,0.0135073220659585
2020-08-27,"AAPL","Apple Inc.","Information Technology",123.690529,-0.0119542796159827,-0.0120263066126309
2020-08-28,"AAPL","Apple Inc.","Information Technology",123.490166,-0.00161987341811753,-0.00162118683163026
2020-08-31,"AAPL","Apple Inc.","Information Technology",127.677979,0.0339121173422019,0.0333497795749116
2020-09-01,"AAPL","Apple Inc.","Information Technology",132.763733,0.0398326637046785,0.0390597999234794
2020-09-02,"AAPL","Apple Inc.","Information Technology",130.013077,-0.0207184291812583,-0.0209360671614105
2020-09-03,"AAPL","Apple Inc.","Information Technology",119.604111,-0.0800609157185012,-0.0834478238687124
2020-09-04,"AAPL","Apple Inc.","Information Technology",119.683266,0.000661808355400092,0.000661589456824707
2020-09-08,"AAPL","Apple Inc.","Information Technology",111.629189,-0.0672949299361534,-0.0696662373641832
2020-09-09,"AAPL","Apple Inc.","Information Technology",116.081696,0.0398865837858949,0.039111653154432
2020-09-10,"AAPL","Apple Inc.","Information Technology",112.292107,-0.0326458789850899,-0.0331906447592978
2020-09-11,"AAPL","Apple Inc.","Information Technology",110.817848,-0.0131287856233743,-0.0132157299500753
2020-09-14,"AAPL","Apple Inc.","Information Technology",114.14238,0.029999968958069,0.0295587721037469
2020-09-15,"AAPL","Apple Inc.","Information Technology",114.32048,0.00156033192929743,0.00155911587623248
2020-09-16,"AAPL","Apple Inc.","Information Technology",110.946472,-0.0295135919653242,-0.0299578815873982
2020-09-17,"AAPL","Apple Inc.","Information Technology",109.175354,-0.0159637162685083,-0.0160925088988364
2020-09-18,"AAPL","Apple Inc.","Information Technology",105.712303,-0.031720080339744,-0.0322340603053286
2020-09-21,"AAPL","Apple Inc.","Information Technology",108.918114,0.0303258079620117,0.0298750706331443
2020-09-22,"AAPL","Apple Inc.","Information Technology",110.629837,0.0157156871078395,0.0155934744712436
2020-09-23,"AAPL","Apple Inc.","Information Technology",105.989349,-0.041946080061566,-0.0428512187345751
2020-09-24,"AAPL","Apple Inc.","Information Technology",107.077736,0.0102688337108288,0.0102164674266074
2020-09-25,"AAPL","Apple Inc.","Information Technology",111.094887,0.0375162115866925,0.0368295986263654
2020-09-28,"AAPL","Apple Inc.","Information Technology",113.746597,0.023868875261559,0.0235884669156388
2020-09-29,"AAPL","Apple Inc.","Information Technology",112.88578,-0.00756784838143331,-0.00759662984712239
2020-09-30,"AAPL","Apple Inc.","Information Technology",114.587616,0.0150757340738577,0.0149632245612921
2020-10-01,"AAPL","Apple Inc.","Information Technology",115.557304,0.00846241534512774,0.00842680983975441
2020-10-02,"AAPL","Apple Inc.","Information Technology",111.827072,-0.032280365419394,-0.0328128673552204
2020-10-05,"AAPL","Apple Inc.","Information Technology",115.27034,0.0307910055983582,0.0303264741064302
2020-10-06,"AAPL","Apple Inc.","Information Technology",111.965614,-0.0286693524110365,-0.0290883459068496
2020-10-07,"AAPL","Apple Inc.","Information Technology",113.865341,0.0169670574038919,0.0168247246085498
2020-10-08,"AAPL","Apple Inc.","Information Technology",113.7565,-0.000955874711691226,-0.000956331851258874
2020-10-09,"AAPL","Apple Inc.","Information Technology",115.73539,0.0173958411167713,0.0172462656419032
2020-10-12,"AAPL","Apple Inc.","Information Technology",123.08696,0.063520501378187,0.0615846327438003
2020-10-13,"AAPL","Apple Inc.","Information Technology",119.821785,-0.0265273835668701,-0.0268855835504818
2020-10-14,"AAPL","Apple Inc.","Information Technology",119.910858,0.000743379010753337,0.000743102841433974
2020-10-15,"AAPL","Apple Inc.","Information Technology",119.435913,-0.00396081729312624,-0.00396868210419665
2020-10-16,"AAPL","Apple Inc.","Information Technology",117.763741,-0.0140005795409292,-0.0140995121493797
2020-10-19,"AAPL","Apple Inc.","Information Technology",114.755836,-0.0255418601214443,-0.0258737164434804
2020-10-20,"AAPL","Apple Inc.","Information Technology",116.269684,0.0131919042444168,0.0131056488296233
2020-10-21,"AAPL","Apple Inc.","Information Technology",115.636436,-0.00544637241811025,-0.0054612579771689
2020-10-22,"AAPL","Apple Inc.","Information Technology",114.528259,-0.00958328566957907,-0.00962950085089265
2020-10-23,"AAPL","Apple Inc.","Information Technology",113.825752,-0.00613391844191058,-0.00615280820476105
2020-10-26,"AAPL","Apple Inc.","Information Technology",113.835655,8.7001401932389e-05,8.69976175295051e-05
2020-10-27,"AAPL","Apple Inc.","Information Technology",115.369293,0.0134723870126631,0.0133824413613199
2020-10-28,"AAPL","Apple Inc.","Information Technology",110.026299,-0.0463120979687377,-0.0474188077757658
2020-10-29,"AAPL","Apple Inc.","Information Technology",114.102798,0.0370502237833158,0.0363803598810843
2020-10-30,"AAPL","Apple Inc.","Information Technology",107.710983,-0.0560180391018983,-0.0576482222373329
2020-11-02,"AAPL","Apple Inc.","Information Technology",107.621941,-0.0008266752147271,-0.00082701709911337
2020-11-03,"AAPL","Apple Inc.","Information Technology",109.274315,0.0153535049140212,0.0152368325615742
2020-11-04,"AAPL","Apple Inc.","Information Technology",113.736702,0.0408365588930939,0.0400247733612673
2020-11-05,"AAPL","Apple Inc.","Information Technology",117.773643,0.0354937406220906,0.0348783570472939
2020-11-06,"AAPL","Apple Inc.","Information Technology",117.639839,-0.0011361115831325,-0.00113675744712527
2020-11-09,"AAPL","Apple Inc.","Information Technology",115.29081,-0.0199679719044838,-0.0201700261214377
2020-11-10,"AAPL","Apple Inc.","Information Technology",114.943909,-0.00300892152635573,-0.00301345743180548
2020-11-11,"AAPL","Apple Inc.","Information Technology",118.432755,0.0303525957169248,0.0299010696001512
2020-11-12,"AAPL","Apple Inc.","Information Technology",118.155243,-0.00234320311133522,-0.00234595270782822
2020-11-13,"AAPL","Apple Inc.","Information Technology",118.204803,0.00041944816617236,0.000419360222381648
2020-11-16,"AAPL","Apple Inc.","Information Technology",119.235596,0.00872039861189061,0.00868259554879902
2020-11-17,"AAPL","Apple Inc.","Information Technology",118.333649,-0.00756441054733359,-0.00759316580362146
2020-11-18,"AAPL","Apple Inc.","Information Technology",116.98568,-0.0113912569365624,-0.0114566342646736
2020-11-19,"AAPL","Apple Inc.","Information Technology",117.590294,0.00516827358698943,0.00515496390009318
2020-11-20,"AAPL","Apple Inc.","Information Technology",116.301773,-0.010957715608739,-0.0110181935804974
2020-11-23,"AAPL","Apple Inc.","Information Technology",112.842667,-0.0297425044414412,-0.0301937833740844
2020-11-24,"AAPL","Apple Inc.","Information Technology",114.150986,0.0115941871526308,0.0115274896056166
2020-11-25,"AAPL","Apple Inc.","Information Technology",115.003372,0.00746718035357133,0.00743943897666988
2020-11-27,"AAPL","Apple Inc.","Information Technology",115.558411,0.0048262845718994,0.0048146753983147
2020-11-30,"AAPL","Apple Inc.","Information Technology",117.996658,0.021099693037489,0.020880176959869
2020-12-01,"AAPL","Apple Inc.","Information Technology",121.634186,0.0308273815687221,0.0303617628587958
2020-12-02,"AAPL","Apple Inc.","Information Technology",121.990997,0.00293347628437283,0.00292918203881243
2020-12-03,"AAPL","Apple Inc.","Information Technology",121.852242,-0.00113742000157593,-0.00113806735462774
2020-12-04,"AAPL","Apple Inc.","Information Technology",121.168343,-0.00561252701448046,-0.00562833642580607
2020-12-07,"AAPL","Apple Inc.","Information Technology",122.655075,0.0122699705483305,0.012195304605199
2020-12-08,"AAPL","Apple Inc.","Information Technology",123.279488,0.00509080443675082,0.00507789010286519
2020-12-09,"AAPL","Apple Inc.","Information Technology",120.702492,-0.0209036883735273,-0.0211252637352501
2020-12-10,"AAPL","Apple Inc.","Information Technology",122.149574,0.011988832840336,0.0119175360616399
2020-12-11,"AAPL","Apple Inc.","Information Technology",121.326927,-0.00673475128124477,-0.00675753205817653
2020-12-14,"AAPL","Apple Inc.","Information Technology",120.702492,-0.00514671405136628,-0.00516000400346339
2020-12-15,"AAPL","Apple Inc.","Information Technology",126.748528,0.0500903991277992,0.0488762548709492
2020-12-16,"AAPL","Apple Inc.","Information Technology",126.679146,-0.000547398862099529,-0.000547548739554315
2020-12-17,"AAPL","Apple Inc.","Information Technology",127.561272,0.00696346658352117,0.00693933361805232
2020-12-18,"AAPL","Apple Inc.","Information Technology",125.53933,-0.0158507513158069,-0.0159777179393821
2020-12-21,"AAPL","Apple Inc.","Information Technology",127.095428,0.0123953027310245,0.0123191099418225
2020-12-22,"AAPL","Apple Inc.","Information Technology",130.71315,0.0284646116459832,0.0280670217853061
2020-12-23,"AAPL","Apple Inc.","Information Technology",129.80127,-0.00697619176035483,-0.0070006391522357
2020-12-24,"AAPL","Apple Inc.","Information Technology",130.802322,0.00771218956486339,0.0076826026534702
2020-12-28,"AAPL","Apple Inc.","Information Technology",135.480576,0.0357658329643415,0.0351410883314704
2020-12-29,"AAPL","Apple Inc.","Information Technology",133.676651,-0.0133150083448126,-0.0134044478811086
2020-12-30,"AAPL","Apple Inc.","Information Technology",132.53685,-0.00852655262885069,-0.008563111641954
2020-12-31,"AAPL","Apple Inc.","Information Technology",131.515991,-0.00770245407220689,-0.00773227118019282
2021-01-04,"AAPL","Apple Inc.","Information Technology",128.264984,-0.0247194806903749,-0.0250301372530464
2021-01-05,"AAPL","Apple Inc.","Information Technology",129.85083,0.0123638264360599,0.0122880185448118
2021-01-06,"AAPL","Apple Inc.","Information Technology",125.479843,-0.0336616023170587,-0.0342411979528023
2021-01-07,"AAPL","Apple Inc.","Information Technology",129.761627,0.0341232814580426,0.033553996694887
2021-01-08,"AAPL","Apple Inc.","Information Technology",130.881638,0.00863129590691711,0.00859425923612367
2021-01-11,"AAPL","Apple Inc.","Information Technology",127.838783,-0.0232489067717811,-0.0235234257967836
2021-01-12,"AAPL","Apple Inc.","Information Technology",127.660385,-0.00139549200808648,-0.00139646661386728
2021-01-13,"AAPL","Apple Inc.","Information Technology",129.731903,0.0162267879734186,0.0160965407564619
2021-01-14,"AAPL","Apple Inc.","Information Technology",127.769424,-0.0151271888765864,-0.015242771910529
2021-01-15,"AAPL","Apple Inc.","Information Technology",126.015076,-0.0137305776693492,-0.0138257139050344
2021-01-19,"AAPL","Apple Inc.","Information Technology",126.698975,0.00542712048199702,0.0054124467305039
2021-01-20,"AAPL","Apple Inc.","Information Technology",130.861801,0.0328560353388811,0.0323278148287782
2021-01-21,"AAPL","Apple Inc.","Information Technology",135.658981,0.0366583675552501,0.0360024319172743
2021-01-22,"AAPL","Apple Inc.","Information Technology",137.839539,0.0160738196905665,0.0159460036926404
2021-01-25,"AAPL","Apple Inc.","Information Technology",141.655457,0.0276837693138252,0.0273075023100331
2021-01-26,"AAPL","Apple Inc.","Information Technology",141.893326,0.00167920816492081,0.00167779987121541
2021-01-27,"AAPL","Apple Inc.","Information Technology",140.80307,-0.00768363129355366,-0.00771330247447732
2021-01-28,"AAPL","Apple Inc.","Information Technology",135.877045,-0.0349852101946355,-0.0356118515374204
2021-01-29,"AAPL","Apple Inc.","Information Technology",130.792419,-0.0374207873007543,-0.0381389172982596
2021-02-01,"AAPL","Apple Inc.","Information Technology",132.953125,0.016520116506141,0.0163851438620544
2021-02-02,"AAPL","Apple Inc.","Information Technology",133.795609,0.00633669949465282,0.0063167070274659
2021-02-03,"AAPL","Apple Inc.","Information Technology",132.754913,-0.00777825227433305,-0.00780866066393848
2021-02-04,"AAPL","Apple Inc.","Information Technology",136.174393,0.0257578414442562,0.0254316969068498
2021-02-05,"AAPL","Apple Inc.","Information Technology",135.752518,-0.00309804942548927,-0.00310285831529811
2021-02-08,"AAPL","Apple Inc.","Information Technology",135.901398,0.00109670157278402,0.00109610063494081
2021-02-09,"AAPL","Apple Inc.","Information Technology",135.008041,-0.00657356740362604,-0.0065952684523154
2021-02-10,"AAPL","Apple Inc.","Information Technology",134.392593,-0.00455860255019911,-0.00456902466438436
2021-02-11,"AAPL","Apple Inc.","Information Technology",134.134506,-0.00192039601468228,-0.00192224233926996
2021-02-12,"AAPL","Apple Inc.","Information Technology",134.372757,0.00177620962051345,0.00177463402565348
2021-02-16,"AAPL","Apple Inc.","Information Technology",132.208801,-0.0161041274162441,-0.0162352080742361
2021-02-17,"AAPL","Apple Inc.","Information Technology",129.876129,-0.0176438480823981,-0.0178013562197314
2021-02-18,"AAPL","Apple Inc.","Information Technology",128.754456,-0.0086364831523427,-0.00867399370194022
2021-02-19,"AAPL","Apple Inc.","Information Technology",128.913269,0.00123345633956163,0.00123269625724554
2021-02-22,"AAPL","Apple Inc.","Information Technology",125.071777,-0.0297990426416075,-0.0302520564075497
2021-02-23,"AAPL","Apple Inc.","Information Technology",124.932816,-0.00111105001730322,-0.00111166769092641
2021-02-24,"AAPL","Apple Inc.","Information Technology",124.426567,-0.00405216992787545,-0.00406040221504789
2021-02-25,"AAPL","Apple Inc.","Information Technology",120.098694,-0.0347825476853348,-0.035401863842031
2021-02-26,"AAPL","Apple Inc.","Information Technology",120.366707,0.00223160628208006,0.00222911994710806
2021-03-01,"AAPL","Apple Inc.","Information Technology",126.848587,0.0538511035281541,0.0524511721400529
2021-03-02,"AAPL","Apple Inc.","Information Technology",124.198265,-0.0208935870921447,-0.0211149468449143
2021-03-03,"AAPL","Apple Inc.","Information Technology",121.160805,-0.0244565413212496,-0.0247605697536883
2021-03-04,"AAPL","Apple Inc.","Information Technology",119.245018,-0.0158119368718291,-0.0159382791259732
2021-03-05,"AAPL","Apple Inc.","Information Technology",120.525513,0.0107383521884327,0.0106811055430152
