"date","spj","return_j","rer","rer_change","ipi","ipi_change","inr","inr_change","spf","return_f","unr","unr_change","cpi","bmj","bmj_growth","opi","opi_change","yng","mid","old","dro","dro_growth","dry","dep","dep_growth","fpi","trd","yield_10","yield_10_change"
2015-05-01,104.4679218,0.757998395,99.72222935,0.94133581,99.69169236,0,0.3,0,104.4068139,0.232734696,3.3,-2.941176471,100.4,99.81400918,0.390089176,59.27,8.852157943,12.7,60.8,26.4,43.42105263,0.164473684,20.88815789,64.30921053,0.164473684,-121.9270446,-67.33031674,0.39,14.70588235
2015-06-01,106.5377998,0.852076824,102.2272084,2.51195653,100.4916257,0.802407222,0.3,0,103.1632312,-0.520390668,3.4,3.03030303,100.2,99.87958756,0.065700578,59.82,0.927956808,12.7,60.8,26.5,43.58552632,0.378787879,20.88815789,64.47368421,0.255754476,291.7256766,56.37119114,0.455,16.66666667
2015-07-01,105.6159918,-0.377404193,101.9330252,-0.28777383,100.391634,-0.099502488,0.3,0,101.6938406,-0.623028724,3.3,-2.941176471,100.1,100.1246087,0.245316574,50.9,-14.91140087,12.7,60.8,26.5,43.58552632,0,20.88815789,64.47368421,0,-135.7997177,47.56421612,0.41,-9.89010989
2015-08-01,104.0153978,-0.663204698,101.7922412,-0.13811429,98.79176735,-1.593625498,0.3,0,98.64014165,-1.3240962,3.4,3.03030303,100.2,100.4865373,0.361478098,42.87,-15.77603143,12.7,60.7,26.6,43.82207578,0.542724814,20.92257002,64.7446458,0.420266954,-444.359134,44.89795918,0.38,-7.317073171
2015-09-01,93.87422048,-4.455129084,99.20021859,-2.54638522,100.4916257,1.720647773,0.3,0,93.22412258,-2.452538273,3.4,0,100.3,100.5329092,0.046147415,45.48,6.088173548,12.7,60.7,26.6,43.82207578,0,20.92257002,64.7446458,0,48.60597782,-14.37448219,0.35,-7.894736842
2015-10-01,97.11601942,1.47445296,99.16378051,-0.03673185,100.5916174,0.099502488,0.3,0,96.70030996,1.589956164,3.2,-5.882352941,100.2,100.7088183,0.174976611,46.22,1.62708883,12.7,60.6,26.7,44.05940594,0.541576714,20.95709571,65.01650165,0.419889317,-156.4326458,-100.7740687,0.3,-14.28571429
2015-11-01,101.9016856,2.089049475,101.2345973,2.088279389,99.99166736,-0.596421471,0.3,0,97.66067275,0.429184551,3.3,3.125,99.9,100.8699626,0.16001015,42.44,-8.178277802,12.7,60.6,26.7,44.05940594,0,20.95709571,65.01650165,0,-143.8682635,4250,0.3,0
2015-12-01,99.94139321,-0.843596872,100.5683368,-0.658135141,98.09182568,-1.9,0.3,0,95.55366264,-0.947237315,3.3,0,99.8,101.0618389,0.190221417,37.19,-12.37040528,12.7,60.6,26.8,44.22442244,0.374531835,20.95709571,65.18151815,0.253807107,-58.91891892,107.0402299,0.27,-10
2016-01-01,91.55745265,-3.805169827,97.75296335,-2.799463117,100.2916424,2.242609582,0.3,0,89.20781309,-2.984444566,3.2,-3.03030303,99.5,101.3194653,0.254919596,31.68,-14.8158107,12.7,60.5,26.8,44.29752066,0.165289256,20.99173554,65.2892562,0.165289256,58.04093567,50.6592644,0.095,-64.81481481
2016-02-01,85.20277896,-3.123994117,95.03754859,-2.777833692,99.49170902,-0.797607178,0.3,0,88.24098794,-0.473253108,3.3,3.125,99.6,101.5060492,0.184154019,30.32,-4.292929293,12.6,60.4,26.9,44.53642384,0.539315014,20.86092715,65.39735099,0.165562914,709.9655201,31.13772455,-0.065,-168.4210526
2016-03-01,87.52148065,1.166089638,93.36222153,-1.762805423,99.89167569,0.40201005,0.3,0,94.19506866,2.835780524,3.2,-3.03030303,99.7,101.7254263,0.21612224,37.55,23.84564644,12.6,60.4,27,44.70198675,0.371747212,20.86092715,65.56291391,0.253164557,-1.298890077,61.257464,-0.05,-23.07692308
2016-04-01,86.11491766,-0.703626561,90.62204809,-2.934991694,99.19173402,-0.700700701,0.3,0,96.83751802,1.201548279,3.2,0,99.9,102.1482216,0.415623995,40.75,8.521970706,12.6,60.3,27,44.7761194,0.165837479,20.89552239,65.67164179,0.165837479,-156.2306705,-15.13831409,-0.085,70
2016-05-01,85.71718651,-0.201048288,89.95997344,-0.73058892,98.69177569,-0.504032258,0.3,0,96.83658145,-0.000420034,3.2,0,100,102.588072,0.430600158,46.71,14.62576687,12.6,60.3,27.1,44.94195688,0.37037037,20.89552239,65.83747927,0.252525253,-225.9812175,5.698151951,-0.12,41.17647059
2016-06-01,83.08068667,-1.35678304,87.13320522,-3.142251063,99.19173402,0.506585613,0.3,0,97.52458857,0.307467738,3.1,-3.125,99.9,102.7477603,0.15565972,48.76,4.388781845,12.6,60.3,27.1,44.94195688,0,20.89552239,65.83747927,0,-53.91137774,0.509956289,-0.23,91.66666667
2016-07-01,83.31919644,0.124499542,85.99718517,-1.303773979,99.69169236,0.504032258,0.3,0,99.99920391,1.088241578,3,-3.225806452,99.6,103.0081434,0.253419697,44.65,-8.429040197,12.5,60.4,27.1,44.86754967,-0.165562914,20.69536424,65.56291391,-0.417035048,6.737120211,-15.31770959,-0.195,-15.2173913
2016-08-01,84.08436155,0.397015815,83.70376332,-2.666856876,100.5916174,0.902708124,0.3,0,101.0479793,0.453109042,3.1,3.333333333,99.7,103.2667841,0.251087664,44.72,0.156774916,12.5,60.4,27.2,45.03311258,0.36900369,20.69536424,65.72847682,0.252525253,99.06423569,43.59486448,-0.07,-64.1025641
2016-09-01,86.00597671,0.981340126,84.27075023,0.677373255,100.991584,0.397614314,0.3,0,100.230163,-0.352919634,3,-3.225806452,99.8,103.5012369,0.227035957,45.18,1.02862254,12.4,60.3,27.2,45.10779436,0.165837479,20.56384743,65.67164179,-0.086469416,-92.93057957,4.371150407,-0.085,21.42857143
2016-10-01,87.66716499,0.830833024,85.79529998,1.809109035,101.0915757,0.099009901,0.3,0,99.0518595,-0.513580375,3,0,100.4,103.7720657,0.261667225,49.78,10.18149624,12.4,60.3,27.3,45.27363184,0.367647059,20.56384743,65.83747927,0.252525253,595.5169455,-6.7009328,-0.05,-41.17647059
2016-11-01,90.84836957,1.548017509,89.44570824,4.254788146,102.0914924,0.989119683,0.3,0,99.85422229,0.350380057,3,0,100.4,104.1315811,0.346447239,45.66,-8.276416231,12.4,60.3,27.3,45.27363184,0,20.56384743,65.83747927,0,-173.0578258,15.83350337,0.02,-140
2016-12-01,98.21703207,3.386966891,95.93393956,7.253820729,101.4915424,-0.587659158,0.3,0,103.8436521,1.701352006,3,0,100.1,104.4457471,0.301700985,51.97,13.8195357,12.4,60.3,27.3,45.27363184,0,20.56384743,65.83747927,0,170.885221,12.73559979,0.04,100
2017-01-01,98.87454548,0.289769362,95.01923117,-0.953477353,100.691609,-0.78817734,0.3,0,105.0235478,0.490673155,3,0,100,104.7652219,0.305876285,52.5,1.019819126,12.4,60.2,27.4,45.51495017,0.533021795,20.59800664,66.11295681,0.418420546,-27.25416861,-66.640625,0.085,112.5
2017-02-01,99.11692297,0.106331106,93.48624002,-1.613348304,101.3915507,0.695134062,0.3,0,106.9744311,0.799330028,2.9,-3.333333333,99.8,105.0876496,0.30776217,53.47,1.847619048,12.4,60.2,27.4,45.51495017,0,20.59800664,66.11295681,0,-37.38994452,308.9461358,0.05,-41.17647059
2017-03-01,100.0903007,0.424418268,93.41288532,-0.078465768,101.4915424,0.098619329,0.3,0,107.7979604,0.333055851,2.8,-3.448275862,99.9,105.347411,0.247185459,49.33,-7.742659435,12.4,60.1,27.5,45.75707155,0.531960115,20.63227953,66.38935108,0.418063696,-217.8909912,-62.76486084,0.065,30
2017-04-01,96.35858976,-1.650155847,90.96769284,-2.617617983,103.7913507,2.266009852,0.3,0,107.274322,-0.211476554,2.8,0,100.3,105.5779374,0.218824905,51.06,3.506993716,12.4,60.1,27.5,45.75707155,0,20.63227953,66.38935108,0,-312.7292779,-23.0390649,0.015,-76.92307692
2017-05-01,101.1307189,2.099265927,92.74527314,1.954078696,102.191484,-1.541425819,0.3,0,108.3879083,0.448505674,3.1,10.71428571,100.4,105.9018539,0.306803176,48.48,-5.052878966,12.4,60.1,27.6,45.9234609,0.363636364,20.63227953,66.55574043,0.250626566,-167.4288521,34.81215028,0.04,166.6666667
2017-06-01,103.38238,0.956343153,91.63612491,-1.195908096,102.9914174,0.782778865,0.3,0,109.9261371,0.612013166,2.8,-9.677419355,100.2,106.1764863,0.259327354,45.18,-6.806930693,12.4,60,27.6,46,0.166666667,20.66666667,66.66666667,0.166666667,-76.69553253,-53.09813223,0.075,87.5
2017-07-01,104.455674,0.448550948,93.00216815,1.490725666,102.491459,-0.485436893,0.3,0,111.184705,0.494408134,2.8,0,100.1,106.4686811,0.275197234,46.63,3.209384683,12.4,60,27.6,46,0,20.66666667,66.66666667,0,447.0741448,198.0404551,0.075,0
2017-08-01,103.9857453,-0.19582268,90.82184581,-2.344377969,103.7913507,1.268292683,0.3,0,110.952622,-0.090747828,2.7,-3.571428571,100.3,106.7270519,0.242673058,48.04,3.023804418,12.3,60,27.7,46.16666667,0.362318841,20.5,66.66666667,-2.13e-14,-122.4846061,18.17603393,0.01,-86.66666667
2017-09-01,105.6404874,0.685658727,91.45713651,0.69949107,102.5914507,-1.156069364,0.3,0,112.8619214,0.740986969,2.8,3.703703704,100.5,107.0341177,0.287711348,49.82,3.705245629,12.3,60,27.7,46.16666667,0,20.5,66.66666667,0,-97.92490119,-11.00143575,0.06,500
2017-10-01,110.8844791,2.104036449,93.33819625,2.056766497,103.1914007,0.584795322,0.3,0,115.6323067,1.053174989,2.7,-3.571428571,100.6,107.3245374,0.271333775,51.58,3.532717784,12.3,60,27.7,46.16666667,0,20.5,66.66666667,0,7236.734694,11.27243396,0.065,8.333333333
2017-11-01,114.9662192,1.569948863,93.30438773,-0.036221531,103.9913341,0.775193798,0.3,0,115.9485877,0.118627376,2.7,0,100.9,107.6206504,0.275904225,56.64,9.810003877,12.3,59.9,27.8,46.41068447,0.528558428,20.53422371,66.94490818,0.41736227,-9.309225777,-8.807538963,0.035,-46.15384615
2017-12-01,116.6512584,0.631917911,93.34690776,0.04557131,105.4912091,1.442307692,0.3,0,119.0448071,1.144499242,2.7,0,101.2,107.6465316,0.024048593,57.88,2.189265537,12.3,59.9,27.8,46.41068447,0,20.53422371,66.94490818,0,-32.05704938,-39.46740859,0.045,28.57142857
2018-01-01,120.801973,1.518459903,91.80493887,-1.651869271,100.8915924,-4.360189573,0.3,0,124.2431664,1.856205549,2.4,-11.11111111,101.3,107.8149561,0.156460643,63.7,10.0552868,12.3,59.9,27.8,46.41068447,0,20.53422371,66.94490818,0,-474.6520202,63.09914642,0.08,77.77777778
2018-02-01,113.7652903,-2.606424808,89.21689966,-2.819063163,103.4913757,2.576808722,0.3,0,119.4891177,-1.694415671,2.5,4.166666667,101.3,107.9596997,0.134251876,62.23,-2.307692308,12.3,59.9,27.9,46.57762938,0.35971223,20.53422371,67.11185309,0.249376559,-130.9589316,-126.3486312,0.045,-43.75
2018-03-01,110.6343661,-1.211972728,87.62192621,-1.787748121,105.1912341,1.642512077,0.3,0,118.0817282,-0.514565354,2.5,0,101,108.1232489,0.151490998,62.73,0.803470995,12.3,59.8,27.9,46.65551839,0.16722408,20.56856187,67.22408027,0.16722408,-417.9488843,-450.7257448,0.045,0
2018-04-01,112.1202175,0.579387964,88.9011048,1.459884116,104.9912507,-0.190114068,0.3,0,117.4013074,-0.250976767,2.5,0,100.9,108.4838687,0.333526553,66.25,5.611350231,12.3,59.8,28,46.82274247,0.358422939,20.56856187,67.39130435,0.248756219,-140.4529226,22.13025485,0.05,11.11111111
2018-05-01,114.9275419,1.074018642,90.69249145,2.015033067,104.4912924,-0.476190476,0.3,0,118.3035089,0.332469296,2.3,-8,101,108.7676381,0.261577545,69.98,5.630188679,12.3,59.7,28,46.90117253,0.167504188,20.60301508,67.5041876,0.167504188,-198.8400242,-81.52309613,0.03,-40
2018-06-01,113.6131597,-0.499547978,90.91523417,0.245602159,103.2913924,-1.148325359,0.3,0,118.5999345,0.108682317,2.5,8.695652174,100.9,109.0093055,0.222186876,67.87,-3.015147185,12.2,59.7,28,46.90117253,0,20.43551089,67.33668342,-0.248138958,-188.7080314,78.76447876,0.03,0
2018-07-01,111.4652826,-0.828901686,92.1158303,1.3205665,103.091409,-0.193610842,0.3,0,119.5295777,0.339093585,2.5,0,101,109.1727484,0.149934803,70.98,4.582289671,12.2,59.7,28,46.90117253,0,20.43551089,67.33668342,0,-270.2789761,-39.52483801,0.06,100
2018-08-01,110.9412057,-0.204673985,91.7769121,-0.367926119,103.3913841,0.290979631,0.3,0,121.2815327,0.631929153,2.4,-4,101.6,109.3786778,0.18862708,68.06,-4.113834883,12.2,59.7,28.1,47.06867672,0.357142857,20.43551089,67.5041876,0.248756219,-109.2254163,-132.1428571,0.11,83.33333333
2018-09-01,112.7055334,0.685235705,92.50857265,0.79721635,102.8914257,-0.483558994,0.3,0,122.2611889,0.349393797,2.4,0,101.7,109.6649421,0.261718573,70.23,3.188363209,12.2,59.7,28.1,47.06867672,0,20.43551089,67.5041876,0,-2658.403515,282.5,0.125,13.63636364
2018-10-01,110.0825706,-1.022667625,93.26412782,0.816740708,105.5912007,2.623906706,0.3,0,117.4184467,-1.755228388,2.4,0,102,109.8095712,0.131882696,70.75,0.74042432,12.2,59.7,28.1,47.06867672,0,20.43551089,67.5041876,0,-100.9603549,20.98765432,0.13,4
